title,media
President Donald Trump hosts 2nd iftar dinner amid tensions with Muslim community,President Donald Trump hosted his second iftar dinner amid ongoing tensions with the Muslim community over comments about Reps. Ilhan Omar and Rashida ...
Trump: 2 years of my term were ‘stollen’,"President Donald Trump on Sunday floated the idea of extending his constitutionally limited time in office, complaining online that two years of his first White ..."
Donald Trump wants investigation into Australia's role in 'Russian hoax',This is the first time the US president has publicly named Australia while discussing the FBI inquiry into his election campaign.
Donald Trump to announce re-election campaign (again) in Florida (again),"President Donald Trump is coming to Florida on June 18 to announce he's running for a second term for president. If that sounds familiar, that's because it is."
58 reasons to think Donald Trump is scared of Joe Biden,"Before 6:30 a.m. on the East Coast Wednesday morning, President Donald Trump had retweeted 58(!) comments mostly from accounts claiming to be firefighters ..."
Trump's hard-line views on trade were formed long before he targeted China with tariffs,"President Trump's views on trade, tariffs and multinational trade deals were set in stone long before he became president."
Donald Trump's Ireland visit confirmed by White House,The US president will visit the country after his three-day trip to the UK in June.
"Reports: Trump Organization properties see profits decline, no longer desirable to tenants","The Trump Organization makes up much of Trump's wealth, but recent reports suggest those properties have suffered since Trump was elected president."
President Donald Trump Tweetstorm – The Saturday Edition,"North Korea fired off some small weapons, which disturbed some of my people, and others, but not me. I have confidence that Chairman Kim will keep his ..."
President Trump Played a Key Role in the Central Park Five Case. Here's the Real History Behind 'When They See Us',"Like the rest of the new series, President Trump's role in 'When They See Us' is taken from the real story of the Central Park jogger case."
A New Way to Cover Trump’s Tweets,The press needs a few new guidelines to keep one itchy finger from derailing the whole 2020 campaign.
Donald Trump: The Man Behind the Gold Curtain,An investigation shows that Donald Trump's reputation was built on red ink. His career is a bet that people only remember the pictures.
"Why Pelosi is worried that Trump won’t leave office, explained",Nancy Pelosi is concerned about what Trump will do if he loses in 2020. She has good reason to be.
Trump lashes out after report bank found suspicious transactions,"President Donald Trump lashed out at The New York Times on Monday, disputing the paper's reporting on his relationship with Deutsche Bank and launching ..."
Donald Trump’s Wikipedia Entry Is a War Zone,"On July 16, 2018, Democrats, Republicans, and the media were reeling from the U.S.-Russia summit in Helsinki. President Donald Trump had announced ..."
Trump fixates on IQ as a measure of self-worth,"People who know Trump suspect his IQ obsession stems in part from a desire to project an image of success, despite scattered business failings and allegations ..."
Fact-checking (yet again) Donald Trump on China tariffs,"Days ahead of what have been billed as the final round of China and US trade talks, President Donald Trump tweeted Sunday that he would be increasing tariffs ..."
Why I Do Not Hate Donald Trump,"Many people would probably believe me justified in hating Donald Trump. While I was general counsel of the FBI, I watched the president fire my boss and friend ..."
Donald Trump Is Not America,His designs on Independence Day show his confusion about that.
Where Does Trump Get His Odd Ideas?,Understanding how a president thinks can help make sense of his decisions. Trump's case is harder than most.
Donald Trump's 'Kentuky Derby' tweet makes literally no sense,"It's easy to dismiss any one of Donald Trump's tweets as ephemera because, well, there are just so many of them. That goes double for a Trump tweet about a ..."
Donald Trump Really Wants You to Know His Birthday Is Coming Up,President Donald Trump spent $450000 on Facebook ads reminding his supporters of his upcoming birthday.
"Trump retweets conspiracy theorists, far-right figures after Facebook bans",President Donald Trump promoted tweets from controversial figures after Facebook banned several far-right figures for pushing violence and hate.
Is it time to talk about Donald Trump’s draft dodging?,"During the 2004 presidential election, the disinformation campaign to discredit Democratic nominee John F. Kerry's war *service* reached its vulgar nadir."
Donald Trump slammed Obama for using Air Force One for election campaigning. Now he does the same,Trump's love for rallies is all but certain to raise perennial questions about how the White House accounts for the cost of flying Air Force One.
Trump's Pennsylvania rally: The 40 most eye-popping lines,"President Donald Trump continued his tour of 2020 swing states on Monday night, stopping in Mountoursville, Pennsylvania, to rally his faithful in advance of his ..."
The abdication of King Trump,"Donald Trump has given us the worst of all possible worlds, says Ted Gup: an abdication that leaves some 327 million Americans in limbo. Gup writes that ..."
'No idea too lunatic': how Trump's shock troops attack US democracy,"An army of supporters amplify the president's wildest claims, encouraging his conspiracy-minded tendencies."
"President Trump blasts Fox News, Joe Biden and 'artificial lights' at Pennsylvania rally",President Donald Trump went after Fox News and blasted several Democratic candidates angling to unseat him during a Pennsylvania rally.
'Make Taiwan Great Again': Taiwanese president-hopeful Terry Gou meets Trump,"Taiwanese businessman and presidential hopeful Terry Gou has met with US businessman and current President Donald Trump, and received this advice: ..."
It just got harder for Donald Trump to keep his tax returns a secret,President Donald Trump has been consistent about very few things during his relatively-short political life. But on one front he has been adamant: He will not ...
Donald Trump pledges to finally address carried interest loophole,"President Donald Trump is trying to fix the carried interest tax loophole. Again. In an interview Sunday with Fox News, the commander in chief voiced his ..."
Here's proof that Donald Trump's claim about financial disclosures being superior to tax returns is false,"On Thursday, President Donald Trump released his annual financial disclosure statement. And -- BREAKING NEWS -- he is very rich!"
Trump supports Buttigieg campaigning with his husband: 'It's good',"The president said he has 'no problem' seeing Buttigieg on stage with his husband, Chasten."
