title,media
Columnist John Sheirer: What kind of criminal is Donald Trump?,"Some folks might read the title of this column and think, “Wait a minute. Trump isn't a criminal.” Bless their hearts. They should take a deep breath and lie down."
President Donald Trump Tweetstorm – The Saturday Edition,"President Donald Trump is back on the attack. After laying low in the latter stages of his Senate hearing, the Commander-in-Tweet continued his victory laps ..."
Why Democrats share the blame for the rise of Donald Trump,"I was part of a Democratic administration that failed to fix a rigged system – I know our current president is a symptom of our disunion, not its only cause."
"Impeached but unconvicted, Donald Trump settles scores and solidifies power","Two weeks since Senate acquitted Donald Trump, president has provided voters more evidence of abuses of power on a near-daily basis: Our view."
President Declares the Winner of the Democratic Debate: Donald Trump,"LAS VEGAS — Flying to Las Vegas from Phoenix on Wednesday night on Air Force One, President Trump was glued to the Democratic presidential primary ..."
When Donald Trump Is the Law,"“I'm actually, I guess, the chief law enforcement officer of the country,” President Trump said on Tuesday. The alarming thing is that he's right. The nation's ..."
"Donald Trump, the luckiest man","President Trump is capitalizing on three years of political, economic and global trends that have exceeded forecasts. He has also benefited from a run of ..."
Trump on impeachment: I learned Democrats are vicious,"President Donald Trump said the lesson he learned from his impeachment trial is that ""Democrats are crooked"" and ""vicious."""
How Stephen Miller Manipulates Donald Trump to Further His Immigration Obsession,Donald Trump's senior adviser has been the true driving force behind this Administration's racist agenda. How far will he go?
Donald Trump ads will take over YouTube for Election Day,YouTube's homepage will be filled with ads supporting Donald Trump's reelection campaign on election day 2020. He did the same thing ahead of the first ...
Trump's 2020 position is improving,A new Gallup national poll finds that President Donald Trump has a 49% approval rating and a disapproval rating of 48%. That's very similar to its previous poll ...
Statement from the Press Secretary Announcing President Donald J. Trump's Upcoming Travel to India,"President Donald J. Trump and First Lady Melania Trump will visit India on February 24 – 25, 2020. The President and The First Lady will travel to New Delh."
Trump takes lap around track to open Daytona 500,President Donald Trump on Sunday welcomed NASCAR fans to the start of this year's Daytona 500 with a lap around the Florida race track in his presidential ...
Donald Trump and his pardon triangle,"President Donald Trump on Tuesday picked a handful of corrupt former officials and corrupt wealthy influence peddlers and granted them clemency, just days ..."
Donald Trump's 'incredible' week in three minutes - video report,The US president called his speech on Thursday a 'celebration' after a successful State of the Union address and his acquittal in the impeachment trial.
"From the Chicago cop to the crying businessman, Trump’s anecdotes often change with each telling",Donald Trump often shares personal stories to connect with voters. But important details in Trump's tales often change from one audience to the next.
Who is off-limits from President Trump's criticisms?,Judge Amy Berman Jackson said attacks from President Donald Trump and commentary from conservative media are part of a campaign of intimidation and ...
Trump's 'Deep State' conspiracy theory just took a big hit,"President Donald Trump is deeply invested in the idea that there is a ""Deep State"" embedded within the government bureaucracy -- and centered in the ..."
President Trump Is Working To Ensure That Every American Has Access To Better Healthcare At Lower Cost,"President Donald J. Trump is empowering patients and providing access to quality, affordable healthcare options."
Lawmakers Are Warned That Russia Is Meddling to Re-elect Trump,WASHINGTON — Intelligence officials warned House lawmakers last week that Russia was interfering in the 2020 campaign to try to get President Trump ...
Your next president: Donald Trump Jr.?,"Donald Trump Jr., who was just coming off a campaign stop for his father in New Hampshire, visited “Fox & Friends” on Tuesday morning. He had plenty to say."
Trump's new budget cuts all but a favored few science programs,"For the fourth straight year, President Donald Trump has proposed sizable reductions in federal research spending. To be sure, it's no longer news that the ..."
Campaigner or commander in chief? No difference for Trump,WASHINGTON (AP) — Dispatching Cabinet secretaries across the country to woo Iowa voters. Using private cash to finance an official made-for-TV moment.
Trump downplays threat of coronavirus in the US,"President Trump appeared to downplay the threat of coronavirus spreading in the US during a White House press conference, but CDC experts warned it will ..."
"Ahead of the South Carolina Primary, Donald Trump’s Debate Tips for Democrats","“Mini Mike—how'd he do in the debate the other day?” President Donald Trump asked, at a rally in Las Vegas on Friday. He was talking about Michael ..."
Trump’s Most Dangerous Destruction Yet,What the president is doing to America's intelligence community could have enormous repercussions for the 2020 election and the country's preparedness for ...
The impeachment trial of Donald Trump was never going to force him out,So much for the end stage of Donald Trump's presidency.
How doctor tried to improve President Trump's diet,"President Donald Trump's former chief physician, Rear Adm. Ronny Jackson, tried to sneak cauliflower into the President's mashed potatoes. CNN's Jeanne ..."
Donald Trump accuses Supreme Court justices of bias in 1st direct attack as president,"President Trump demanded that two sitting Supreme Court justices recuse from all Trump-related matters, insisting without evidence that they have treated him ..."
Donald Trump endorses in three Texas congressional Republican primaries,The president gave his backing to three candidates who have been leading their primary races but are trying to avoid runoffs in crowded fields.
The Real Story About Trump’s Latest Attack on the Press,"On Wednesday, President Trump filed a libel suit against the New York Times that should be readily dismissed. That hasn't stopped him from threatening to file ..."
Avlon: This is another time Trump is setting a bad example,"CNN's John Avlon points out why President Donald Trump's tweet congratulating the wrong state on the Super Bowl LIV win is funny, but troubling, saying ""you ..."
Trump attacks prosecutors from Roger Stone case on Twitter,CNN's Boris Sanchez reports on President Donald Trump's latest tweet attacking the four federal prosecutors that quit the Roger Stone case after top Justice ...
How much is Trump really worth?,"From a background in business and then as a television personality to president of The United States, Donald Trump has gone on to become one of the most ..."
Joe Walsh Also Wants to Beat Donald Trump,The Democrats in Iowa are making a furious last-minute case against the president. So is a Tea Party hero.
"Stossel: The good, bad and ugly of Donald Trump","President Donald Trump ""saved the United States,"" says former Trump adviser Steve Bannon. He's one of the ""smartest, most clever, and successful"" presidents, ..."
Michael Bloomberg is living rent-free in Donald Trump's head,Michael Bloomberg has spent more than $350 million of his own money on advertising in support of his 2020 presidential campaign. But President Donald ...
"Cartoons: Donald Trump, acquittal and the rule of law",It's been a big week for President Donald Trump. Last Tuesday he delivered a State of the Union address that included a Presidential Medal of Freedom for ...
Trump mocks the faith of others. His own religious practices remain opaque.,Evangelical pastors have called the president a “baby Christian” and insist he had a moment of conversion.
Donald Trump ‘apoplectic’ in call with Boris Johnson over Huawei,"Donald Trump vented “apoplectic” fury at Boris Johnson in a tense phone call over Britain's decision to allow Huawei a role in its 5G mobile phone networks, ..."
Donald Trump rally in North Charleston: it's like a 'Republican Woodstock',"This is like Republican Woodstock,” said Drew McKissick, the GOP chairman for S.C. Trump merchandise on sale included pins that read “All Rifles Matter” to ..."
"How America deals with Africa, despite Donald Trump",THESE DAYS it is notable when both Republicans and Democrats oppose a foreign policy of Donald Trump's in strident unison. When it was reported that Mark ...
Trump says he would vote for a gay president,"President Donald Trump said in an interview Thursday that he would be open to voting for a gay candidate for president. ""Would Americans vote for a gay man to ..."
"Trump compares migrants to snakes, fawns over Ivanka at NH rally - Business Insider",President Donald Trump reprised some of his 2016 campaign's crowd favorites at a wild rally in New Hampshire the night before the state's primary.
Tim Carney on what President Trump got right about white America,Ezra Klein talks to AEI's Tim Carney on The Ezra Klein Show about how social breakdown killed the American dream.
Trump's Roger Stone power play reveals a presidency unleashed,"By bulldozing into Roger Stone's sentencing, Donald Trump sparked a mutiny by four career prosecutors, raised fears about the impartial administration of ..."
Donald Trump says he will travel to South Carolina before Democratic presidential primary,"The president wants to visit South Carolina ahead of the Democratic primary, like he has done with other states in trying to grab the spotlight. ""Look, we have a ..."
"President's Day scrape: Trump, Obama spar over who gets credit for robust US economy","WASHINGTON – President Donald Trump took a President's Day swipe at his predecessor, Barack Obama, as each sought credit Monday for the U.S. economy."
"Neil Young Declares His Biggest Fan, Donald Trump, a ‘Disgrace to My Country’","Neil Young, a new American citizen, wrote in an open letter that Donald Trump is a “disgrace” for a president."
Trump Accuses Media and Democrats of Exaggerating Coronavirus Threat,"WASHINGTON — President Trump and members of his administration mobilized on Friday to confront the threat of the coronavirus — not just the outbreak, but ..."
"With viral meme, Trump gets a taste of his own medicine","Michael D'Antonio writes that the President, who has often used disparaging memes on social media to his advantage, is starting to be the object of derision in ..."
"The Twitter tan line photo of Trump’s face, briefly explained","Friday evening, an unverified Twitter account posted a photograph of President Donald Trump exhibiting a serious facial tan line. By Saturday, the photograph ..."
Donald Trump Finally Addressed Coronavirus. It Did Not Make Me Feel Better,"""Whatever happens, we're totally prepared"" is not going to cut it, writes Sandro Galea. The president's ambivalence towards COVID-19 is a danger to us all."
Trump Claims Coronavirus Will “Miraculously” Go Away by April,The noted epidemiologist thinks this thing is just going to take care of itself.
Trump downplays coronavirus despite venting in private,President Donald Trump has privately expressed frustration in recent days about some of the ways his administration is confronting a spreading coronavirus ...
"Trump loves farmers, but his policies haven't always helped","President Donald Trump says, often, that he loves America's farmers."
"Donald Trump, Bernie Bro",The president's team seems to see the senator from Vermont's candidacy as a no-lose proposition.
Donald Trump Is Going to India to Find Himself,"“I love Hindu,” Donald Trump proclaimed during his presidential campaign in 2016. That adoration of India's majority population, and America's richest and most ..."
"Flying coach, red meat and trucks: why Donald Trump Jr thinks he’s not the elite",The president's son posted a photo of him flying coach as proof that he knows 'how real Americans live'
"Black Americans really, really don't like Donald Trump","On Wednesday, President Donald Trump's reelection campaign announced that it was opening 15 field offices in cities with large African-American populations, ..."
