title,media
"Remarks by President Trump and Prime Minister Khan of Pakistan Before Bilateral Meeting | New York, NY","InterContinental New York Barclay New York, New York 1:05 P.M. EDT PRESIDENT TRUMP: Thank you very much. It's a great honor to be with my friend, the ..."
President Donald J. Trump Is Protecting The Nation by Modernizing and Expanding Sanctions to Combat Terrorism,President Trump is taking steps to expand and enhance the ability of the United States to sanction terrorists and those who finance them worldwide.
Trump mocks teenage climate activist Greta Thunberg,President Donald Trump mocked Swedish climate activist Greta Thunberg on Twitter late Monday night after the 16-year-old excoriated world leaders for not ...
Trump seemed to be untouchable – that may have just changed,Documentation has never before emerged of Trump asking for dirt on his opponents – and there are signs he may be in deeper trouble.
Donald Trump denounces 'globalism' in nationalist address to UN,"Donald Trump has used his address to the UN general assembly to deliver a nationalist manifesto, denouncing “globalism” and illegal immigration and ..."
President Donald J. Trump Is Celebrating Our Long and Steadfast Friendship with Australia,President Trump is welcoming Prime Minister Morrison to the White House to celebrate our countries' close friendship and shared history.
Donald Trump's attack on Greta Thunberg is WAY beyond the pale,"If an adult male mocked a teenage girl, you would condemn it."
Trump authorizes release of transcript of controversial Ukraine call that mentioned Joe Biden,"President Donald Trump, facing growing calls by Democrats for his impeachment, said he has authorized the release on Wednesday of a complete trancript of a ..."
Trump says he discussed Biden with Ukrainian president and Democrats threaten 'new stage of investigation',"President Donald Trump on Sunday acknowledged that he discussed former Vice President Joe Biden in a July call with Ukraine's president, as Democrats ..."
Why Trump's Ukraine Call Could Be an Impeachable Offense—Even If It's Not Illegal,"Support for an impeachment inquiry into Trump revealed how House Democrats are beginning to define what constitutes a “high crime and misdemeanor,” the ..."
Statement from the Press Secretary Announcing President Donald J. Trump's Upcoming Travel to Texas and Ohio,"On Sunday, September 22, 2019, President Donald J. Trump will travel to Houston, Texas, and Wapakoneta, Ohio, to underscore the important partnerships bet."
Trump defends raising Bidens in Ukraine call,US President Donald Trump has defended enquiring about his presidential rival Joe Biden during a call with the Ukrainian President Volodymyr Zelensky.
"Remarks by President Trump During Visit to the Border Wall | San Diego, CA","Otay Mesa Border Wall Site San Diego, California September 18, 2019 3:11 P.M. PDT THE PRESIDENT: Yeah, why don't you start, Kevin? And this has been a ..."
Donald Trump isn't up to the job,"Jill Filipovic is a journalist based in Washington and author of the book ""The H-Spot: The Feminist Pursuit of Happiness."" Follow her on Twitter. The opinions ..."
"President Trump heads to Baltimore, a city he called a 'rodent infested mess'","While Baltimore is known fondly as “Charm City” to people who live there, President Donald Trump calls it a “disgusting, rat and rodent infested mess"" and on ..."
Donald Trump says whistleblower source is 'almost a spy',"President Donald Trump made an alarming statement about spies and ""how we used to handle them"" in reference to the source of the whistleblower complaint a ..."
"What drives Donald Trump? Greed, and greed alone.",There's a common thread that stretches forward from Donald Trump's financial scandals of the 1980s to his damning phone call with the president of Ukraine.
Two Linguists Use Their Skills to Inspect 21739 Trump Tweets,"Scientific American is the essential guide to the most awe-inspiring advances in science and technology, explaining how they change our understanding of the ..."
"For Donald Trump, it’s always about his bottom line",Trump says he wants the Federal Reserve to lower interest rates. And guess who would benefit from that?
Full Document: Trump’s Call With the Ukrainian President,"The White House released this document on Wednesday, showing a July call between President Trump and Volodymyr Zelensky, the president of Ukraine."
Donald Trump Has Taken American Politics Through the Looking Glass,The Republican Party isn't likely to revert to the “normal” conservative stances of the past once he departs the scene.
"Donald Trump and Saudi money, explained",Saudi Arabia announced this weekend that attacks on two of its state-owned oil facilities — launched either by Iranian-backed Houthi forces in Yemen or by Iran ...
Trump is making himself expendable,"Sign up to get our new weekly column as a newsletter. We're looking back at the strongest, smartest opinion takes of the week from CNN and other outlets."
The very dark truth about Donald Trump revealed in his Cokie Roberts comments,"(CNN) Usually when someone dies, you follow the rule your mom taught you: If you don't have anything nice to say, don't say anything at all. CNN's Chris ..."
Don't miss the totally debunked conspiracy theory Donald Trump pushed in the Ukraine call,"Yes, the fact that President Donald Trump pressured Ukrainian President Volodymyr Zelensky to investigate Joe Biden during a July phone call is a biggedy-big ..."
Trump says he canceled secret Camp David meeting with Taliban leaders,President Donald Trump said Saturday that Taliban leaders were to travel to the US for secret peace talks this weekend but that the meeting has been canceled ...
President Donald Trump Tweetstorm – The Sunday Edition,"Two figures that have a propensity for showing up at disasters are being celebrated today. President Donald Trump heads to flood-ravaged Houston for “Howdy, ..."
Donald Trump sure has a strange way of commemorating 9/11,"Empathy has never been a strong suit for Donald Trump. Even as President, he tends to see everything through a simple lens: Me, me, me and how does this ..."
Trump's 2020 pitch: A powerless presidency,WASHINGTON — The most powerful man in the world prefers to portray himself as a martyr. President Donald Trump says he's been beset on all sides by ...
Remarks by President Trump and Crown Prince Salman of Bahrain Before Bilateral Meeting,"Oval Office. 3:18 P.M. EDT. PRESIDENT TRUMP: Well, thank you very much. It's a great honor to be with the Crown Prince of Bahrain. He is a friend of mine, and ..."
"Trump skeptical of using foreign spies to collect intel on hostile countries, sources say","President Donald Trump has privately and repeatedly expressed opposition to the use of foreign intelligence from covert sources, including overseas spies who ..."
Why Trump Will Survive Even This,"If you think a phone call to Ukraine can do what Robert Mueller, the 2018 midterms and Stormy Daniels couldn't, you haven't been paying attention."
Donald Trump coming to Dallas Oct. 17 for 'Keep America Great' campaign rally,President Donald Trump's campaign announced Monday afternoon that he's coming to the American Airlines Center in Dallas for a campaign rally on Oct. 17.
Pete Buttigieg says he would not pardon President Donald Trump,"At The Texas Tribune Festival, the Democratic presidential hopeful said he supports impeachment and promises not to pardon Trump if that issue were to reach ..."
Israel settlements: Donald Trump proves he's the 'King of Israel',"Every U.S. president, citing shared values and security commitments, has been staunchly pro-Israel; President Donald Trump more than most."
"'No, you're corrupt!': why there's method in Trump's playground taunts","The president's tactic of redirecting accusations of misconduct back at his accuser is childish, petty … and surprisingly effective."
Donald Trump tells UN 'future belongs to patriots not globalists' – video,"The US president made his third address to the United Nations on Tuesday, retreading his message of promoting 'sovereignty' above international relations."
"President Donald Trump brought crowds to Houston for 'Howdy, Modi' event",was live at Ellington airport to see Trump touch down in Houston and make his way to the much anticipated event.
Donald Trump and Boris Johnson: A Tale of Two Crises,"On Tuesday, Trump had told Johnson not to worry too much. The following day, Parliament descended into chaos and Congress launched a formal ..."
Donald Trump blames lightbulbs for his orange hue – video,Donald Trump has blamed energy-efficient lightbulbs for his sometimes orange appearance.
Opinion: Donald Trump is a walking punch line. Democrats need to learn that this is their greatest weapon,"The president of the United States has always been a target for comedy. When the office has been held by someone eloquent and empathetic, someone who ..."
Fact-Checking All of the Mysteries Surrounding Donald Trump and Penn,Why is everything about Donald Trump at Wharton shrouded in secrecy? We set out to uncover the truth by fact-checking all the mysteries.
Donald Trump is no hero of the working class. And the GM strikers know it,The walkout at General Motors is a predictable and powerful result of the president's own kind of capitalism.
'An Honor Mr. President.' Chrissy Teigen Claps Back at President Trump's 'Filthy-Mouthed Wife' Jab on Twitter,"It was an eventful Sunday night on Twitter, as President Donald Trump took to the platform to share his thoughts about singer John Legend's prison reform ..."
Trump’s treason and civil war tweets show he’s dangerously unfit,"President Donald Trump's Twitter feed, rarely a scene of what you'd call appropriate *content*, has kicked things up a notch ever since the beginning of a formal ..."
President Donald J. Trump Has Dedicated His Administration to Fighting Back Against the Opioid Crisis,President Donald J. Trump has mobilized Federal resources to combat the opioid crisis that has devastated so many of our communities.
'Audience Of One' Aims To Show How TV Shaped Donald Trump — And Led To His Rise,"Dwight Eisenhower ""became president by winning the war in the European theater,"" writes James Poniewozik in his new book Audience of One: Donald Trump, ..."
It's nearly impossible to track all the scandals swirling around Trump,Monday was another Fifth Avenue day for President Donald Trump. His boast in 2016 that he could shoot someone on the New York boulevard and not lose a ...
Beto O'Rourke calls for Donald Trump's resignation,"The Democratic presidential candidate spoke at TribFest about his assault weapon buyback proposal, his presidential prospects and the Democrats' ..."
Why the man Trump once called ‘my African American’ is leaving the GOP,"Gregory Cheadle, the black man President Donald Trump once described at a rally as “my African American,” is fed up. After two years of frustration with the ..."
The Final Lesson Donald Trump Never Learned From Roy Cohn,"One of Donald Trump's most important mentors, one of the most reviled men in American political history, is about to have another moment. Roy Cohn, who has ..."
The 26 most off-the-rails lines from Donald Trump's press gaggle aboard Air Force One,"As President Donald Trump jetted back to Washington after several days on the West Coast, he ventured to the press seats on Air Force One to talk to reporters, ..."
Trump's absurd projection reveals his anxiety,"Projection is a regular part of the Trump playbook. He's taken the impulse and elevated it to an effective political tactic, writes John Avlon."
JP Morgan has created an index to track the effect of Trump's tweets on financial markets: 'Volfefe index',"President Trump's market-moving tweets most often address trade and monetary policy, with keywords including ""China,"" ""billion"" and ""products."""
Empathy: Its lack is what most disqualifies Donald Trump for the presidency,I have believed for a long time that one way he got this way is because he has experienced so few of the hardships most of us have endured by the time we ...
How Donald Trump can manipulate the 2020 election,The US president considers victory in next year's poll to be an existential necessity.
Donald Trump calls Beto O’Rourke “dummy” over gun control proposal,"In a tweet Wednesday morning, the president said presidential candidate Beto O'Rourke is making it harder to make a deal regarding gun control."
The 43 most out-there lines from Donald Trump's North Carolina rally,"President Donald Trump traveled to Fayetteville, North Carolina, on Monday night in hopes of dragging state Sen. Dan Bishop across the line in today's hotly ..."
Donald Trump’s Pocket Full of Cash Might Explain His Larger-Than-Necessary Pants,Donald J. Trump is a man of money. He's a money man. Trump and money go together like green and orange. Delicious! He's a man who built his reputation on ...
"Trump says homelessness hurting real estate prestige, will destroy cities","President Donald Trump renewed his complaints about homelessness Tuesday during a swing through California, talking about the harm it does to taxpayers ..."
Who are the Republicans challenging Donald Trump in the 2020 primaries?,"So far, no major political players in the Republican party have announced a challenge to President Donald Trump. But who are the three people challenging him ..."
Trump’s attacks on the news media are accelerating. You can expect three results.,President Trump requires no translation or interpretation when it comes to his plan for going after national news outlets as Campaign 2020 kicks into high gear.
Donald Trump's sparkly trio of loyalists,"Commentators this week focused on a trio of Trump loyalists -- Sean Spicer who was twirling in a lime-green ruffled shirt, Corey Lewandowski who was tangling ..."
Donald Trump thinks the Nobel Prize committee is against him,Have you heard that the Nobel Committee is biased against Donald Trump? Big news!
"Donald Trump, Expert",It's not just hurricanes. The president has claimed mastery of everything from forest management to horse racing.
3 countries where Trump is popular,"President Donald Trump is one of the most controversial world leaders in modern times, igniting the ire of America's staunchest allies. Whether it's the proposed ..."
"Former GOP White House staffer: ""Donald Trump is not well""","I am not, nor will I ever be, the sort who likes to make assessment about another person's mental health. I am not, nor will I ever be, qualified to do so. I'll leave ..."
