title,media
"Pete Buttigieg cancels fundraisers, leaves co-host with ’200 pigs in a blanket’",Presidential hopeful Pete Buttigieg's campaign cited an illness as the reason for canceling South Florida fundraisers on Wednesday. The campaign has not yet ...
Is ‘Mayor Pete’ prepared to be president? California mayors in South Bend-size cities say yes,"The 38-year-old former mayor of South Bend, Indiana, is facing escalating attacks from critics who argue he's unprepared for the White House and too ..."
"Pete Buttigieg, the Political Junkie Who Is Running for President","Pete Buttigieg's stint at McKinsey gets more attention, but the time he spent driving “real people” around in a van for Al Gore might speak more directly to his ..."
Endorsement: Why Pete Buttigieg should be president of the United States,The San Diego Union-Tribune Editorial Board endorses Pete Buttigieg for president of the United States.
Buttigieg: Bernie Sanders is a terrible risk to take,"During the South Carolina Democratic presidential debate, Pete Buttigieg warned that the presidency is not ""the only office that matters."" CNN's Dana Bash ..."
Jim Cramer: What Pete Buttigieg's rise means for the 2020 election and Wall Street,"If Pete Buttigieg becomes a serious contender, ""the 2020 election might not be about class war"" and that is a bullish sign for stocks, the ""Mad Money"" host said."
Pete Buttigieg is dodging some of the media’s foreign policy questions,"Pete Buttigieg, New Hampshire leader, declined to answer many foreign policy questions from the New York Times, referring back to an old speech and a ..."
"The CIA, abused dogs and 'Breathe Easy': Buttigieg draws his share of rumors, conspiracies","SOUTH BEND — Conspiracy theories and rumors have always surrounded presidential campaigns, so it shouldn't be a surprise that South Bend's former mayor ..."
"Buttigieg campaign cancels Wednesday visit to Miami, citing illness",The former South Bend mayor had planned fundraisers and 'community conversations' in Miami and Wellington Wednesday. But his campaign says he is too ...
The Shame of Pete Buttigieg,Many LGBTQ voters think that the first openly gay Democratic presidential candidate seems too straight. But there's a way of seeing his rise as a case study in ...
Pete Buttigieg is playing with fire — and playing right into Republicans’ hands,"As the actual voting in the 2020 Democratic presidential primaries approached, Pete Buttigieg began running more and more as a moderate. The candidate who ..."
What Pete Buttigieg thinks he has that Sanders and Bloomberg don’t,"After interviewing former South Bend, Ind., mayor Pete Buttigieg for a third time since December 2018, I came away with one distinct and favorable impression: ..."
"Limited cash, a surging Sanders and other observations as Buttigieg courts South Carolina",Pete Buttigieg's once surging campaign stumbled to third place in Nevada and appears to be on uneven footing heading into South Carolina's primary.
Pete Buttigieg - Foreign Policy,"The Times sent a survey to the presidential candidates about matters of war and peace, diplomacy and national security."
Pete Buttigieg's South Bend is trying to reinvent itself,Pete Buttigieg's hometown of South Bend is a city reinventing itself. But there is an undercurrent of tension that the gains have not been fairly distributed to the ...
LGBTQ Advocates In Chicago React To Pete Buttigieg's Strong Iowa Results,Mayor Pete Buttigieg made a strong showing in the Iowa caucuses as an openly gay man. Many LGBTQ folks are thrilled by the success — but other LGBTQ ...
'What's a gay candidate meant to look like?': Buttigieg and LGBTQ+ voters,"The ex-mayor's sexual orientation barely registered with voters – until now, as some LGBTQ+ millennials point to a distinction between being gay and being ..."
"Pete Buttigieg: Iowa, you have shocked the nation","Democratic presidential candidate Pete Buttigieg gives a speech during his Iowa election night party, despite the delay in results from the Iowa caucuses."
Pete Buttigieg To Hold Aurora Town Hall As Colorado Starts To Capitalize On Super Tuesday,Both current Democratic presidential front runners are coming to Colorado ahead of the March 3 vote.
Voters rally for Pete Buttigieg despite low support numbers,"RALEIGH, N.C. — Letter cards spelling out “NC FOR PETE” greeted former South Bend, Indiana Mayor Pete Buttigieg at his get out the vote rally in North ..."
Mayor Pete Buttigieg calls for unity to energized crowd at Broughton High in Raleigh,Democratic nominee Pete Buttigieg spoke in front of an energized crowd Saturday night at Broughton High School in an attempt to spark some momentum ...
Buttigieg's dancing goes viral as he tries to 'raise the roof',"Democratic presidential candidate Pete Buttigieg tries to ""raise the roof,"" but his dance moves get panned. CNN's Jeanne Moos reports."
Pete Buttigieg is the embodiment of white privilege – and black voters know it,Ask any black person across the south and they'll say the same thing: Buttigieg has less experience in office than our local church deacons.
Pete Buttigieg: 5 things to know,Here are five things to know about the former mayor-turned-presidential frontrunner.
Why Pete Buttigieg Isn’t Carrying the Queer Vote,"Democratic presidential candidate Pete Buttigieg's campaign sign 'Pete 2020' is seen in the Castro District of San Francisco, December 8, 2019."
Briggs: Pete Buttigieg is an elitist. He should embrace it.,"Pete Buttigieg has an elitism problem. The more he tries to prove that he is not an elitist, the more obvious it is to everyone that he is. The former South Bend ..."
Pete Buttigieg has his message for voters in Nevada,"Appearing on MSNBC's “Morning Joe” on Wednesday, a day after the New Hampshire primary, former South Bend, Ind., mayor Pete Buttigieg told voters, ..."
Democratic presidential candidate Pete Buttigieg coming to Utah,Democratic presidential candidate Pete Buttigieg is coming to Utah and will hold a town hall in Salt Lake City ahead of the Super Tuesday primary election.
"For Pete Buttigieg's supporters, his identity is an afterthought - Business Insider","Insider was with Buttigieg's campaign as it courted black voters in South Carolina, where his stature as a LGBTQ trailblazer was an afterthought."
Pete Buttigieg Dodges Questions on Black Marijuana Arrests,Pete Buttigieg spent the weekend justifying his obfuscation on a debate question about racially disproportionate marijuana arrests in South Bend.
Pete Buttigieg refused to answer NYT's foreign policy questions - Business Insider,Former Mayor Pete Buttigieg declined to answer numerous questions about his positions on leading foreign policy challenges posed in a recent New York ...
Mayor Pete Buttigieg tells ABC11 he's 'very concerned' about Bernie Sanders ahead of Super Tuesday,"In his first interview with a North Carolina television station, Pete Buttigieg said he'll take the South Carolina debate stage with a message on Sen. Bernie ..."
"The CIA, abused dogs, the Iowa app and 'Breathe Easy': Buttigieg draws rumors, conspiracies","SOUTH BEND — Conspiracy theories and rumors have always surrounded presidential campaigns, so it shouldn't be a surprise that South Bend's former mayor ..."
A Catholic case for Pete Buttigieg,"When Pete Buttigieg announced his candidacy for the presidency in April of 2019, some wrote him off as too audacious, too inexperienced, too unknown to be a ..."
"Iowa caucusgoer pulls Buttigieg vote after learning he's gay, viral video shows","I don't want anybody like that in the White House,” one Iowa caucusgoer said after learning that Pete Buttigieg is gay and married to a man."
Buttigieg offers message of party unity after NH primary,Democratic presidential candidate Pete Buttigieg speaks to his supporters following the New Hampshire primary election.
Pete Buttigieg is not popular with black voters in South Carolina. Miss Black America is trying to change that.,"In four days on the campaign trail, Ryann Richardson made the case for her favorite candidate. She was met with polite nods."
"'Let’s put forward somebody who’s actually a Democrat': Buttigieg rips Sanders, Bloomberg",Pete Buttigieg wasted little time before taking on front-runner Bernie Sanders and billionaire Michael Bloomberg at Nevada's Democratic debate.
Buttigieg: I'm not running to be 'the gay president',"During a CNN town hall in New Hampshire, Democratic presidential candidate Pete Buttigieg fields a personal question from CNN's Chris Cuomo on his advice ..."
Berman to Buttigieg: How can you declare victory?,Democratic presidential candidate Pete Buttigieg explains to CNN's John Berman why he declared victory in the Iowa caucus despite no official results.
Pete Buttigieg isn’t a moderate,"In his Feb. 14 op-ed, “The rise of the moderate Democrat,” David Ignatius claimed the Democratic Party's “moderate wing” was revived with the victory of ..."
Super Tuesday: Pete Buttigieg says he's less divisive 'alternative' to Bernie Sanders,Democratic presidential candidate Pete Buttigieg is making his final pitch to California voters ahead of the state's primary. In a one-on-one interview with ABC7 ...
America Has Had a Year to Learn How to Say Buttigieg. And Yet.,"DES MOINES — Across the face of Todd Bratten crept the queasy expression of a person trying to utter a word he does not know how to pronounce. “Oh, I'll take ..."
Facebook Friends: How Close Are Mark Zuckerberg and Pete Buttigieg Really?,"In early 2017, Mark Zuckerberg was gaming out his personal challenge for the year—an epic listening tour to meet with Americans from every state in the U.S. ..."
Pete Buttigieg is canvassing his Twitter followers ahead of Super Tuesday,The Pete Buttigieg campaign is deploying any army of Twitter volunteers to “digitally door-knock” likely supporters ahead of the important Super Tuesday ...
"For Buttigieg, a Search for Black Support That Never Arrived","Facing better-known and better-financed opponents, Pete Buttigieg knew he would struggle to attract black voters in South Carolina. On Saturday his efforts ..."
Presidential hopeful Pete Buttigieg announces where Sunday rally will be in Dallas,Democratic presidential hopeful Pete Buttigieg has announced a location for the rally he's holding in Dallas on Sunday. The free rally will be at Main Street ...
On Pete Buttigieg's criminal record:,CLAIM: Newspaper report shows Democratic candidate Pete Buttigieg was arrested as a teenager in 1998 for killing dogs.
"At debate, Buttigieg was on defense over his experience","Former South Bend, Indiana mayor Pete Buttigieg defended his newcomer status as Democratic rivals attacked his lack of experience at the ABC debate in New ..."
"Pete Buttigieg: 'If you're a billionaire, I will raise your taxes'","Pete Buttigieg delivered a message to billionaires during Tuesday's debate that shed some light on his campaign's financial state. ""If you're watching right now,"" ..."
"Pete Buttigieg campaigns in L.A., goes after Bloomberg, Sanders","Pete Buttigieg campaigns in Los Angeles, warning Democrats that either Michael R. Bloomberg or Bernie Sanders would be a 'very, very tough sell' to voters in ..."
"Before he became 'Mayor Pete,' Buttigieg worked as NBC 5 investigative intern","For six weeks during the summer of 2002, a 20-year-old college student named Peter Buttigieg toiled in the background as an intern at WMAQ-Channel 5, the N."
California Primary 2020: A look at Mayor Pete Buttigieg's fight to win the moderate vote -- Chasing California 2020,"In this episode of Chasing California 2020, ABC7 went one-on-one with 2020 presidential election candidate Mayor Pete Buttigieg to discuss the challenges he ..."
How Pete Buttigieg climbed to the top (for now) in Iowa: He showed strength across Iowa counties,"Democratic presidential candidate Pete Buttigieg's strength across Iowa counties, including in rural and suburban areas, helped fuel his strong showing on ..."
Salt Lake County Mayor Jenny Wilson endorses Pete Buttigieg for president,"Her father, former Salt Lake City Mayor Ted Wilson, also backs Buttigieg."
Buttigieg responds to Rush Limbaugh's comments about his sexuality on The Ellen Show,Democratic presidential candidate and former South Bend Mayor Pete Buttigieg told Ellen DeGeneres on a show aired Friday that one of the strongest people ...
"Pete Buttigieg launches plan for Asian Americans and Pacific Islanders, with focus on education",Democratic presidential candidate Pete Buttigieg has released a wide-ranging agenda for the Asian American and Pacific Islander (AAPI) population.
Buttigieg hits Sanders by name over health care in new South Carolina TV ad,"Pete Buttigieg will begin airing a new television ad in South Carolina on Friday night that attacks Sen. Bernie Sanders by name over his ""Medicare for All"" health ..."
Bernie Sanders wins New Hampshire primary ahead of Pete Buttigieg,"Bernie Sanders has won the New Hampshire Democratic primary contest, on a terrible night for former vice-president Joe Biden. The left-wing senator took a ..."
Pete Buttigieg’s campaign uniform in the weeks before Iowa,"Former South Bend, Ind., mayor Pete Buttigieg hustled around Iowa before the caucuses, holding more than 50 town halls in a frantic three-week period."
"In Malta, a land of 2,850 Buttigiegs, they’re rooting for Mayor Pete","In this craggy, sun-kissed village of 2,000 people, three of the past four mayors have had the same last name: Buttigieg. The opposition leader is a Buttigieg, too."
"Ahead Of Iowa Caucuses, Pete Buttigieg's Momentum Slows","Morning Edition hosts Rachel Martin and David Greene talk to Democratic presidential candidate Pete Buttigieg, ex-mayor of South Bend, Ind., who is among 11 ..."
2020 Election: Pete Buttigieg to host Nashville rally Saturday,South Bend Mayor and Democratic presidential candidate Pete Buttigieg will host a rally in Nashville on Saturday.
Buttigieg gets emotional after initial Iowa results,Democratic candidate Pete Buttigieg spoke to supporters after learning he is leading in the Iowa caucuses with 62 percent of the results reported.
Pete Buttigieg's Elite-Friendly Politics Won't Help the Marginalized,Pete Buttigieg is this election's poster child for “progressive neoliberalism” — offering up platitudes about diversity while leaving untouched the very structures ...
"2020 California Democratic primary: Pete Buttigieg on wildfires, housing, aging and greenhouse gas emissions","Ahead of California's March 3 presidential primary election, we asked Democratic candidates to answer experts' questions about issues facing the state."
Pete Buttigieg reacts to Limbaugh's homophobic comments,"During a CNN town hall in Nevada, Democratic presidential candidate Pete Buttigieg discusses conservative radio personality Rush Limbaugh's attack on ..."
